Age,Department,JobRole,Education,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition
47,Operations,Senior,Master,174644,6,4,3,0,0
43,Sales,Executive,High School,163998,13,1,3,1,1
52,Finance,Executive,PhD,152890,15,2,3,0,0
37,Sales,Junior,High School,182852,0,2,1,0,1
31,IT,Senior,Master,136588,4,1,4,1,0
21,HR,Manager,PhD,92279,4,1,4,0,0
48,Finance,Executive,Master,199129,9,3,3,0,0
38,IT,Junior,Bachelor,32206,19,1,1,0,1
40,Sales,Junior,Master,91264,14,1,3,0,0
27,HR,Senior,PhD,170987,18,3,3,1,0
57,HR,Senior,Master,115124,5,1,3,0,0
36,HR,Executive,Master,35757,16,1,2,1,1
59,Operations,Manager,Master,168208,18,2,2,1,1
43,HR,Manager,Master,26300,13,2,1,1,1
52,IT,Executive,PhD,88731,14,2,3,0,0
37,Finance,Manager,Bachelor,150466,1,4,1,0,0
39,IT,Senior,Bachelor,157891,9,1,1,0,0
54,Sales,Junior,High School,30461,19,1,3,0,1
34,Operations,Senior,Bachelor,120445,17,3,4,0,0
23,Operations,Executive,Bachelor,31007,8,4,3,0,0
59,Sales,Executive,High School,76008,17,1,1,1,1
45,Finance,Executive,PhD,146769,15,2,4,1,0
31,Operations,Junior,PhD,150704,3,3,4,0,0
35,Sales,Executive,Bachelor,194590,19,2,3,1,1
39,Sales,Junior,PhD,170677,7,4,2,1,0
35,Sales,Senior,Master,35121,6,4,3,1,0
35,Sales,Junior,High School,135508,17,3,3,1,0
58,HR,Junior,Bachelor,184327,8,1,4,1,1
35,Finance,Junior,Bachelor,57152,10,4,2,1,1
29,Sales,Executive,High School,187480,13,2,3,0,0
25,HR,Manager,PhD,137560,18,2,3,0,0
39,HR,Junior,Master,32996,13,3,2,0,0
44,IT,Junior,High School,137878,18,2,4,0,0
49,Sales,Junior,PhD,130732,4,4,3,1,0
25,HR,Manager,Bachelor,113960,19,2,2,0,1
42,IT,Executive,Bachelor,179269,7,2,3,1,0
33,IT,Executive,PhD,67593,6,1,2,0,0
49,Sales,Manager,PhD,102807,17,2,4,1,0
36,Operations,Executive,Master,124063,7,1,4,0,0
56,HR,Executive,High School,102004,11,4,4,0,0
37,Operations,Manager,High School,153418,8,3,4,0,0
40,IT,Junior,Bachelor,132970,11,1,1,1,1
34,Operations,Manager,Master,62905,17,2,1,0,1
26,Operations,Senior,Master,121054,2,4,3,1,0
42,Sales,Manager,PhD,125834,16,1,3,1,0
29,IT,Senior,High School,27243,14,3,3,1,0
52,Finance,Junior,High School,30946,16,3,1,1,1
44,HR,Junior,PhD,116279,10,3,2,1,0
53,Sales,Junior,PhD,78163,7,3,4,0,0
33,Sales,Junior,Master,113608,1,3,2,0,0
55,Finance,Executive,High School,66853,7,4,3,1,0
26,Sales,Senior,High School,154047,14,4,3,0,0
50,IT,Senior,High School,152644,6,4,3,1,0
58,Sales,Executive,High School,129258,1,2,2,1,1
36,Sales,Manager,PhD,164936,7,3,4,1,0
21,Finance,Executive,Master,138979,6,2,2,1,1
38,HR,Senior,PhD,172791,14,1,3,0,0
42,HR,Manager,Bachelor,28695,8,3,2,0,0
46,Operations,Manager,Bachelor,32281,8,4,3,1,0
34,IT,Senior,High School,181100,19,3,4,1,0
57,Finance,Senior,Master,182038,11,2,3,1,0
34,HR,Senior,Master,98341,18,4,4,1,0
46,Finance,Executive,Bachelor,131056,1,3,2,1,1
56,Operations,Junior,Bachelor,60942,6,1,2,0,1
43,HR,Manager,PhD,141160,15,3,2,0,0
22,Finance,Senior,High School,24084,18,2,2,1,1
59,IT,Manager,High School,51714,12,2,1,0,1
27,IT,Manager,PhD,27767,6,3,1,1,1
59,Operations,Executive,Master,37953,4,4,1,0,0
42,HR,Manager,Master,199867,6,4,1,1,0
48,HR,Executive,PhD,133378,7,3,1,1,0
58,IT,Junior,Master,91126,4,3,4,0,0
40,Operations,Manager,High School,20821,16,1,2,0,1
38,Sales,Manager,High School,161748,3,4,1,1,0
44,IT,Senior,Master,86143,7,2,1,0,1
53,IT,Manager,Bachelor,76780,2,2,1,1,1
46,Finance,Executive,Master,98014,14,2,4,1,0
39,Operations,Senior,Bachelor,192077,16,4,3,0,0
33,Sales,Junior,Master,150882,4,2,1,0,1
30,Operations,Senior,Master,144178,17,1,1,1,1
34,Operations,Executive,Bachelor,82708,19,3,1,0,0
29,IT,Junior,Master,166567,18,2,3,0,0
31,IT,Junior,PhD,95221,6,1,4,1,1
23,IT,Junior,High School,154489,7,2,2,1,1
32,Finance,Senior,Master,189482,5,1,4,0,0
55,Sales,Executive,High School,32873,16,2,1,1,1
59,Sales,Executive,Master,109181,1,4,3,1,0
59,Operations,Executive,Bachelor,48662,12,1,4,0,0
52,IT,Senior,Bachelor,34746,1,2,3,1,1
59,Operations,Senior,High School,182700,2,4,2,0,0
34,IT,Executive,Bachelor,125248,6,4,2,1,0
21,Operations,Senior,Bachelor,138354,13,4,4,1,0
47,Operations,Senior,Master,132485,11,3,2,1,0
57,Finance,Manager,High School,132284,18,1,4,0,0
21,Finance,Manager,High School,97925,12,2,4,1,1
49,Operations,Executive,High School,156410,8,4,3,1,0
44,IT,Junior,Master,189118,16,4,1,1,0
37,Operations,Senior,PhD,96178,2,3,1,1,1
55,IT,Junior,Bachelor,142945,18,2,3,0,0
51,HR,Executive,Master,120832,4,4,1,1,0
52,Sales,Junior,PhD,22427,7,3,1,1,1
39,Operations,Senior,Master,25033,4,1,4,0,0
51,HR,Junior,Master,118127,3,4,2,0,0
59,Operations,Junior,High School,149797,18,4,4,0,0
40,Finance,Manager,High School,25130,0,3,1,0,1
48,Sales,Executive,Master,136954,8,2,3,0,0
23,Operations,Executive,High School,188508,4,4,1,0,0
52,Finance,Manager,Master,21843,18,4,4,1,1
42,Finance,Executive,PhD,168707,18,1,1,1,1
35,HR,Manager,PhD,143344,3,3,2,0,0
58,Finance,Senior,Bachelor,94542,17,3,2,0,0
39,HR,Senior,High School,101358,19,2,1,0,1
51,IT,Manager,High School,134508,2,4,1,1,0
46,IT,Senior,High School,101846,19,1,1,1,1
25,IT,Senior,Master,70259,2,2,1,0,1
40,IT,Manager,Master,117560,0,4,2,0,0
22,Operations,Executive,Bachelor,166671,16,1,3,0,0
41,HR,Manager,Bachelor,52921,7,4,1,0,0
56,IT,Manager,Bachelor,78657,17,1,2,0,1
48,Finance,Senior,Master,105840,19,4,1,0,0
40,HR,Junior,Bachelor,58276,5,1,1,0,1
57,Operations,Junior,High School,172970,11,1,3,0,0
59,IT,Manager,PhD,157900,12,1,2,0,1
56,HR,Executive,Bachelor,126942,15,2,3,1,1
31,Sales,Senior,Master,42654,10,3,1,1,0
23,IT,Junior,High School,177071,10,4,4,1,0
57,HR,Junior,Master,91392,19,2,4,0,0
40,IT,Manager,PhD,132086,9,1,3,0,0
52,Sales,Executive,Master,111378,12,2,2,0,1
45,Finance,Executive,Master,182850,3,4,3,1,0
41,Finance,Manager,PhD,85689,9,2,1,0,1
36,Sales,Executive,High School,133786,4,1,4,0,0
21,HR,Executive,PhD,51298,15,3,2,1,0
43,Operations,Executive,PhD,31788,10,2,3,1,1
44,IT,Junior,PhD,36292,0,4,3,0,0
45,Operations,Senior,Bachelor,155286,15,3,3,0,0
27,IT,Junior,PhD,46685,4,1,4,0,0
58,Operations,Senior,High School,95105,14,1,1,1,1
59,IT,Junior,PhD,32299,13,4,4,1,0
55,Finance,Executive,PhD,57141,13,3,3,1,0
34,IT,Manager,Master,159041,12,4,3,0,0
29,IT,Senior,Master,45774,8,1,4,0,0
23,Sales,Manager,Bachelor,159959,7,3,3,0,0
58,Sales,Junior,Master,138997,4,3,1,0,0
40,IT,Junior,PhD,135777,17,3,4,0,0
53,IT,Senior,Master,157105,17,3,3,1,0
52,HR,Manager,Bachelor,158731,18,2,3,0,0
56,Finance,Executive,High School,114560,5,4,4,0,0
46,IT,Executive,PhD,129508,1,1,2,1,1
25,IT,Executive,High School,168112,17,2,2,1,1
50,Finance,Junior,High School,168428,7,2,4,0,0
37,HR,Junior,Master,91935,5,2,1,1,1
26,Sales,Junior,Master,57737,10,4,4,0,0
35,Sales,Executive,PhD,131706,15,1,1,0,0
21,Finance,Senior,Bachelor,141212,13,4,3,0,0
33,IT,Junior,PhD,133117,11,2,1,1,1
54,Sales,Senior,Master,25836,15,1,4,1,1
50,IT,Senior,High School,102900,0,2,3,0,1
39,Operations,Executive,Bachelor,170620,1,4,1,0,0
22,IT,Junior,PhD,92083,9,4,4,1,0
32,Sales,Senior,High School,40161,2,4,3,1,0
44,IT,Executive,PhD,48431,0,1,2,1,1
31,IT,Manager,Master,177827,2,3,4,1,0
22,HR,Junior,PhD,178220,3,1,2,0,0
21,HR,Executive,PhD,165322,14,3,1,1,0
48,IT,Senior,High School,144141,15,3,1,0,0
24,Finance,Junior,PhD,86568,3,2,4,0,0
50,Finance,Executive,High School,31006,19,1,4,1,1
27,Finance,Manager,Master,121858,17,2,3,1,1
42,Finance,Junior,PhD,197559,12,4,4,0,0
46,Sales,Manager,PhD,116645,9,4,4,0,0
49,Finance,Senior,PhD,133795,6,1,4,1,1
45,Sales,Junior,PhD,34160,2,2,1,1,1
30,Finance,Manager,High School,69512,0,2,1,0,1
40,IT,Senior,Master,149544,6,3,1,1,0
34,Finance,Senior,Master,35795,8,4,1,0,0
53,IT,Executive,PhD,51410,7,4,4,0,0
25,IT,Executive,High School,175471,11,2,3,0,0
26,HR,Senior,Bachelor,195077,10,2,2,0,1
42,Operations,Senior,Master,145357,11,3,1,0,0
37,Operations,Manager,High School,124179,4,3,1,1,0
35,IT,Manager,Bachelor,180920,3,3,3,1,0
59,Operations,Manager,PhD,100059,11,2,1,1,1
48,Operations,Senior,Master,84656,15,2,1,0,1
22,Finance,Executive,PhD,29268,4,1,3,0,0
38,Operations,Manager,High School,43658,10,3,4,1,0
47,Operations,Manager,Bachelor,99745,18,4,2,0,0
41,Operations,Manager,PhD,51428,16,4,1,1,0
43,HR,Junior,PhD,138443,0,2,1,0,1
27,Operations,Senior,Master,158290,15,4,3,1,0
39,Finance,Manager,Bachelor,127181,0,2,3,0,0
29,Sales,Executive,PhD,93837,11,4,2,0,0
32,HR,Manager,Bachelor,86652,18,2,1,0,1
50,Finance,Junior,High School,135987,8,2,1,1,1
27,IT,Senior,High School,183962,5,1,4,1,1
22,Finance,Executive,Master,179920,12,4,1,0,0
37,Sales,Junior,Master,177634,16,2,4,1,1
31,HR,Executive,Master,151755,18,1,2,1,1
32,Sales,Executive,Bachelor,83678,13,1,1,0,1
23,IT,Executive,PhD,70775,5,4,2,0,0
41,IT,Senior,PhD,141049,4,1,1,0,1
34,IT,Senior,Master,91606,6,1,1,1,1
35,Finance,Manager,Master,33413,16,1,2,0,1
30,Finance,Executive,High School,87994,17,2,1,0,1
56,Operations,Senior,PhD,125060,4,4,3,1,0
30,IT,Executive,High School,158292,15,2,3,0,0
37,Sales,Executive,PhD,177418,0,2,2,1,1
45,IT,Junior,Bachelor,133411,17,2,1,0,1
47,HR,Executive,Bachelor,51074,4,4,4,0,0
53,Finance,Executive,High School,76105,12,1,3,0,0
31,IT,Junior,Master,50066,17,2,3,1,1
33,Operations,Senior,High School,188154,8,2,3,0,0
21,IT,Senior,Master,171033,4,2,1,0,1
51,Operations,Junior,High School,58835,19,3,3,0,0
53,Finance,Manager,Bachelor,155562,11,2,2,1,1
41,Finance,Executive,Bachelor,34479,17,1,4,0,0
36,Operations,Manager,Bachelor,100997,9,3,2,0,0
59,HR,Senior,High School,174806,15,3,4,0,0
43,Finance,Executive,High School,135743,7,4,2,1,1
30,Operations,Junior,PhD,181583,14,1,2,1,1
53,Finance,Manager,Master,195496,2,1,4,1,1
42,IT,Senior,Bachelor,73494,2,2,4,0,0
26,Sales,Senior,PhD,188537,7,1,2,0,1
56,HR,Manager,PhD,171870,13,2,1,0,1
30,Sales,Manager,High School,133920,6,3,1,0,0
36,HR,Manager,High School,96253,0,1,1,0,1
33,IT,Junior,PhD,57576,5,1,1,1,1
40,Operations,Manager,PhD,98345,12,4,3,0,0
24,Operations,Senior,High School,118707,18,1,2,1,1
40,Operations,Executive,Bachelor,74333,3,4,2,0,0
42,IT,Executive,Master,28425,8,3,4,1,0
49,Sales,Junior,PhD,190827,1,4,1,1,1
36,Finance,Manager,High School,54120,19,4,2,1,1
43,Operations,Executive,High School,52290,8,4,3,0,0
50,Finance,Senior,Master,64981,19,1,3,0,0
50,Sales,Manager,Bachelor,38064,0,2,1,0,1
23,Finance,Manager,Bachelor,135390,9,1,3,1,1
44,Finance,Executive,Bachelor,90891,3,2,3,1,0
57,Finance,Junior,Bachelor,65120,12,4,4,0,0
33,IT,Senior,High School,111296,14,1,2,1,1
52,Sales,Executive,PhD,163543,17,2,4,1,1
57,Finance,Executive,Master,134656,15,3,1,0,0
32,Operations,Junior,High School,191874,12,3,1,1,0
28,Operations,Manager,Bachelor,116845,18,4,3,0,0
44,Sales,Junior,Master,122796,8,2,2,0,1
36,IT,Junior,Master,184251,13,1,2,0,1
52,Finance,Junior,Bachelor,149848,18,4,1,1,0
54,IT,Executive,Master,183136,6,2,3,0,0
55,Sales,Senior,PhD,93126,16,4,2,1,1
52,HR,Executive,PhD,39232,8,1,2,0,1
37,Operations,Junior,Bachelor,100010,18,3,2,1,0
22,Finance,Junior,PhD,83185,17,3,2,1,0
46,Finance,Junior,High School,199170,12,3,3,1,0
37,Sales,Manager,Master,61984,2,1,1,0,1
58,Sales,Manager,Master,109847,2,1,2,0,1
22,IT,Manager,High School,31887,16,4,3,0,0
28,Operations,Senior,Bachelor,53422,16,4,2,0,0
26,IT,Executive,High School,40800,13,3,4,0,0
29,Sales,Executive,Master,91710,16,1,1,0,1
21,Operations,Executive,Master,196509,1,3,2,1,1
25,Sales,Junior,Master,159897,18,1,2,0,1
59,IT,Executive,PhD,51654,14,1,3,0,0
29,IT,Junior,Bachelor,111125,0,3,4,0,0
34,IT,Senior,Bachelor,154174,19,3,2,1,0
47,HR,Manager,Bachelor,26057,8,3,3,0,0
29,IT,Junior,Master,171507,13,2,1,1,1
56,Finance,Executive,Bachelor,190016,4,3,3,1,0
49,IT,Executive,High School,178738,2,4,2,0,0
40,Sales,Executive,Bachelor,147343,13,1,4,0,0
35,IT,Senior,PhD,54687,5,2,1,1,1
56,Sales,Executive,Master,125406,14,2,1,0,0
23,Sales,Junior,PhD,100991,8,1,2,0,1
43,Operations,Junior,High School,116862,10,2,4,0,0
29,HR,Manager,High School,116936,5,1,4,0,0
50,Sales,Senior,Master,190271,9,4,2,0,0
39,Sales,Junior,Master,156567,12,1,4,1,1
58,Finance,Junior,Master,187141,19,1,3,1,1
23,IT,Executive,PhD,158015,17,1,2,0,0
23,HR,Manager,High School,46295,19,4,3,0,0
54,HR,Junior,High School,39337,10,1,4,1,1
22,Operations,Senior,Master,84754,17,3,2,0,0
47,Sales,Manager,High School,110957,7,2,3,0,0
43,Sales,Executive,Master,129575,14,1,2,1,1
52,Finance,Junior,Bachelor,71318,13,3,3,0,0
55,HR,Junior,High School,177760,11,3,3,1,0
38,IT,Manager,Bachelor,119032,3,3,4,1,0
47,Operations,Executive,PhD,102108,12,2,1,1,1
31,Operations,Junior,PhD,24281,16,1,3,1,1
59,Operations,Executive,PhD,67716,16,3,2,0,0
39,Operations,Senior,Master,68381,0,2,2,0,1
45,HR,Junior,High School,94917,1,1,1,0,1
27,Sales,Executive,High School,21721,4,4,2,0,0
51,HR,Junior,Master,59450,15,1,1,0,0
22,IT,Senior,Master,198067,4,4,1,1,0
58,Operations,Executive,Bachelor,30246,12,1,4,1,1
25,HR,Executive,Master,58636,12,1,2,0,1
34,IT,Manager,High School,100378,7,3,3,0,0
38,Finance,Senior,High School,152810,2,1,4,0,0
56,Operations,Senior,Bachelor,142784,5,1,3,1,0
24,Sales,Manager,High School,169829,12,3,2,0,0
44,Sales,Manager,Bachelor,161294,12,3,2,1,0
33,Sales,Executive,Master,193665,16,1,4,1,1
41,IT,Manager,PhD,28384,10,1,4,1,1
53,HR,Manager,PhD,154253,6,3,4,0,0
40,Operations,Manager,PhD,55758,10,4,4,0,0
25,Operations,Executive,High School,131447,18,1,4,1,1
44,Operations,Senior,Master,186706,17,3,4,0,0
55,Operations,Executive,PhD,189813,11,1,1,1,1
50,Finance,Junior,PhD,24162,13,1,2,1,1
48,Operations,Executive,Bachelor,106413,19,4,1,0,0
27,Finance,Junior,PhD,125818,1,1,2,1,1
55,HR,Junior,Master,177487,3,2,2,0,1
50,Sales,Manager,High School,70317,3,3,4,1,0
54,Finance,Executive,PhD,98689,2,1,2,1,1
59,Sales,Manager,High School,38679,11,3,2,1,1
29,Sales,Executive,PhD,24300,10,2,3,0,1
32,IT,Manager,Master,119705,4,3,2,0,0
49,Finance,Manager,PhD,28896,14,1,3,0,1
30,Operations,Senior,PhD,74808,3,2,1,0,1
47,IT,Senior,High School,65920,4,1,3,0,0
39,Operations,Senior,High School,156511,16,4,2,1,1
33,Sales,Executive,Bachelor,39763,16,3,4,1,0
57,IT,Executive,High School,198070,14,2,4,0,0
52,Operations,Senior,Bachelor,22965,18,2,4,0,1
35,Operations,Senior,Bachelor,35847,9,1,3,1,1
41,HR,Manager,High School,149966,16,1,2,1,1
23,IT,Senior,PhD,144641,2,3,3,0,0
28,IT,Manager,PhD,83462,11,4,3,1,0
26,Sales,Manager,High School,78235,17,1,3,1,0
49,Sales,Executive,High School,20405,3,4,3,0,0
39,IT,Executive,High School,56702,6,3,2,0,0
37,HR,Executive,Bachelor,130676,16,3,1,1,0
30,HR,Executive,Master,73512,12,2,2,0,0
53,Sales,Executive,Master,199725,5,3,4,0,0
33,Finance,Executive,Master,129084,7,4,1,1,0
47,Operations,Executive,Master,47583,15,1,3,0,0
32,Sales,Manager,PhD,59471,12,1,4,0,0
22,HR,Senior,Bachelor,198045,8,1,4,1,0
30,IT,Executive,PhD,61567,19,3,4,1,0
41,HR,Senior,Bachelor,178834,8,1,1,0,0
43,IT,Senior,Bachelor,28474,4,3,2,1,1
21,Sales,Junior,Bachelor,130281,1,3,4,1,0
53,Operations,Executive,Bachelor,50140,9,1,1,1,1
46,Operations,Manager,Master,154667,14,3,2,0,0
35,Sales,Senior,PhD,126358,15,2,2,1,1
42,Operations,Executive,Bachelor,192441,18,2,2,0,1
45,Operations,Manager,Master,79217,13,3,3,1,0
21,Finance,Junior,High School,30002,19,4,3,1,0
46,Finance,Executive,Bachelor,47457,5,4,4,1,0
41,Finance,Executive,Master,150467,3,3,2,1,0
44,IT,Senior,Master,79008,5,3,3,1,0
59,Finance,Junior,Bachelor,197449,12,1,3,1,0
36,Sales,Executive,Master,82016,12,1,4,0,0
52,Finance,Executive,Bachelor,51164,16,4,3,1,0
36,Sales,Manager,PhD,132495,17,3,4,0,0
33,Finance,Senior,High School,146855,9,4,2,1,0
52,Operations,Senior,High School,160312,11,1,3,1,0
44,Finance,Executive,High School,185246,14,1,1,0,1
33,Sales,Executive,Master,62231,6,4,4,0,0
31,Sales,Senior,Master,66650,3,4,3,1,0
35,Sales,Executive,Bachelor,122021,8,2,2,1,1
30,Finance,Junior,Bachelor,26718,11,1,3,1,1
23,IT,Executive,Bachelor,119824,4,3,3,0,0
36,Sales,Executive,High School,41340,10,3,1,1,0
37,IT,Senior,PhD,192254,7,1,2,1,1
45,Finance,Senior,Bachelor,156586,7,3,4,0,0
50,IT,Junior,Master,49490,9,1,2,1,1
55,IT,Junior,Bachelor,174262,13,4,3,0,0
57,Sales,Manager,High School,55757,7,1,2,1,1
33,Finance,Manager,High School,113913,14,2,4,0,0
44,Sales,Junior,Bachelor,190937,13,2,1,1,1
58,Operations,Executive,Master,75274,3,2,1,0,1
46,HR,Junior,Bachelor,28155,11,4,4,0,0
29,IT,Manager,PhD,187599,15,4,1,0,0
39,Finance,Junior,Bachelor,91698,4,3,2,1,0
48,IT,Executive,High School,33748,7,2,1,1,1
27,Finance,Manager,Bachelor,138250,15,4,2,1,1
42,Sales,Executive,Bachelor,148520,3,3,3,1,0
50,HR,Executive,Bachelor,108208,12,3,4,1,0
57,HR,Senior,High School,26908,2,4,4,0,0
36,HR,Senior,High School,141571,10,2,3,1,1
56,HR,Manager,High School,159156,16,1,2,1,1
25,IT,Executive,Bachelor,130923,13,2,1,1,1
49,Finance,Executive,Master,141403,15,1,1,0,1
43,Operations,Junior,PhD,165009,11,1,2,0,1
26,Finance,Senior,Bachelor,47430,12,1,1,1,1
56,IT,Executive,Bachelor,99589,9,4,3,1,0
53,Sales,Senior,Bachelor,118887,8,3,2,0,0
36,Operations,Manager,PhD,44471,6,1,2,0,1
54,Operations,Junior,PhD,192216,2,4,4,1,0
46,Operations,Senior,High School,92597,14,3,4,1,0
57,IT,Executive,High School,97263,17,3,1,0,0
33,HR,Senior,High School,55660,19,3,1,0,0
37,HR,Junior,PhD,133120,9,1,3,0,0
52,HR,Senior,High School,54439,11,2,3,0,0
52,Finance,Senior,High School,24472,17,1,1,1,1
48,HR,Junior,PhD,97476,1,3,3,0,0
49,Operations,Junior,Master,60930,6,2,4,0,0
45,HR,Junior,Bachelor,44933,10,1,3,1,0
42,Operations,Junior,High School,89436,7,3,4,0,0
47,Operations,Senior,Master,67999,8,3,1,0,0
58,Finance,Executive,PhD,53322,8,2,4,0,0
40,HR,Senior,Master,20228,19,4,2,0,0
44,Sales,Executive,Master,55302,18,3,2,0,0
28,HR,Manager,High School,106957,0,4,2,0,0
34,Sales,Junior,PhD,27885,6,2,4,0,1
59,Finance,Junior,High School,37986,17,2,1,1,1
34,IT,Senior,PhD,71594,8,4,4,0,0
25,Finance,Executive,Master,80120,0,4,3,1,0
41,Finance,Junior,Bachelor,74330,11,1,3,0,0
35,Sales,Manager,Bachelor,66165,5,2,2,1,1
56,Finance,Junior,Master,99023,9,1,3,0,0
53,Operations,Manager,Bachelor,92626,3,1,4,1,0
37,Finance,Junior,Bachelor,158836,14,3,3,1,0
40,Finance,Junior,High School,73340,15,4,3,1,0
21,Sales,Senior,Master,133716,1,3,2,1,1
36,Finance,Executive,High School,99549,11,3,1,1,0
38,Finance,Senior,Bachelor,74489,3,3,4,1,0
30,HR,Executive,Master,37114,2,2,4,0,0
43,Operations,Junior,PhD,81644,6,2,1,1,1
38,Operations,Senior,Master,83828,4,1,4,0,0
29,Operations,Senior,Bachelor,74832,0,3,4,1,0
50,Finance,Executive,Master,24032,10,1,3,0,0
33,Operations,Junior,Master,111402,6,1,2,1,1
51,HR,Junior,Bachelor,124033,19,1,1,1,1
33,IT,Junior,Master,145959,5,4,2,1,0
52,IT,Junior,Master,98784,18,1,1,0,1
37,HR,Junior,PhD,99458,11,2,4,0,0
23,IT,Senior,PhD,88359,0,1,3,0,0
21,IT,Senior,Master,151229,3,4,1,1,1
25,Sales,Senior,PhD,48271,8,2,1,0,0
52,Finance,Executive,Bachelor,151971,17,4,2,1,0
45,Sales,Manager,Master,169146,7,3,1,0,0
25,Sales,Senior,Master,171782,6,4,3,0,0
57,HR,Junior,PhD,66207,8,3,1,1,0
43,IT,Manager,Master,157867,7,4,4,1,0
32,HR,Senior,Master,91806,12,1,3,1,0
54,Operations,Junior,PhD,144568,5,3,3,1,0
43,Sales,Senior,PhD,110064,15,4,4,1,0
36,IT,Senior,Bachelor,121638,5,2,4,1,0
25,Finance,Junior,Bachelor,157658,18,4,4,0,0
48,Sales,Manager,High School,27360,18,1,3,1,1
26,IT,Senior,Bachelor,88700,8,3,2,1,0
33,Operations,Senior,High School,91912,2,3,3,1,0
50,HR,Executive,PhD,22890,17,1,1,0,1
46,IT,Manager,Master,26389,13,1,3,0,0
37,IT,Executive,Master,91855,17,2,4,0,0
29,Sales,Manager,High School,22616,7,4,4,1,0
36,IT,Manager,Bachelor,39873,17,1,1,0,1
38,Operations,Junior,PhD,156473,7,3,2,1,1
33,Finance,Junior,Bachelor,67782,19,1,4,1,1
49,Operations,Manager,High School,44482,13,3,1,1,0
44,IT,Executive,Bachelor,120344,5,2,2,1,1
33,Finance,Manager,Master,174634,11,1,4,1,1
45,Operations,Senior,High School,147432,14,1,2,1,1
21,Finance,Manager,High School,122820,10,3,3,0,0
29,Sales,Manager,High School,69588,8,1,3,1,1
24,IT,Manager,PhD,135143,18,4,1,0,0
48,Finance,Senior,Master,152951,5,2,4,0,0
32,HR,Senior,High School,100421,19,2,4,1,1
44,Sales,Manager,PhD,91788,17,2,1,1,1
29,IT,Manager,PhD,63939,14,3,3,1,0
55,Sales,Senior,Master,89160,13,1,4,0,0
58,HR,Senior,PhD,94481,7,3,1,1,1
55,IT,Manager,Bachelor,92161,3,2,2,0,1
53,Sales,Senior,Master,197996,2,1,2,1,1
55,Sales,Executive,Master,163539,18,4,1,1,0
40,Finance,Senior,High School,87965,16,2,1,0,0
22,Finance,Junior,Master,170575,9,2,3,1,1
46,Sales,Senior,Master,195562,2,2,1,0,1
33,Finance,Executive,Bachelor,75396,12,1,2,0,1
50,IT,Junior,Master,148180,7,4,4,0,0
52,Finance,Senior,Master,83070,1,3,2,1,1
56,IT,Executive,PhD,171412,18,1,4,1,0
39,IT,Executive,Bachelor,168576,19,2,4,0,0
42,IT,Senior,PhD,138350,11,2,2,0,1
21,IT,Manager,PhD,87469,15,1,2,0,1
31,Sales,Executive,PhD,48103,6,4,4,1,0
46,Operations,Executive,High School,120523,16,2,3,1,1
39,Operations,Manager,High School,184586,12,2,1,0,1
39,IT,Senior,PhD,188319,1,4,3,1,0
32,Operations,Manager,Master,66919,16,3,4,1,0
23,IT,Manager,PhD,138777,13,4,1,1,0
38,Operations,Executive,High School,29191,10,2,2,0,1
25,HR,Manager,High School,113185,0,3,2,1,1
44,Finance,Manager,PhD,147200,15,1,1,0,1
34,Operations,Manager,PhD,88591,14,1,1,1,1
58,IT,Senior,Bachelor,179523,18,2,2,1,1
23,Finance,Manager,Bachelor,144772,19,3,4,0,0
26,Finance,Senior,PhD,179550,19,4,1,1,1
32,Sales,Senior,PhD,143048,10,1,2,0,1
31,Sales,Manager,PhD,24318,11,1,2,0,1
59,Operations,Senior,PhD,149139,15,2,2,1,1
46,Sales,Senior,PhD,40767,4,2,1,1,1
21,IT,Manager,High School,105174,9,3,3,1,0
36,Sales,Junior,PhD,146882,7,4,1,1,1
29,HR,Senior,PhD,40987,1,4,1,0,0
25,Operations,Manager,PhD,55464,10,2,4,1,0
28,Finance,Executive,Master,121104,3,1,4,0,0
41,Finance,Junior,Master,198857,3,2,2,1,1
53,HR,Executive,High School,39554,7,2,4,1,1
59,IT,Manager,Master,84231,15,3,2,1,0
40,Finance,Senior,PhD,183990,4,2,1,1,1
42,HR,Junior,Bachelor,45261,14,4,2,1,0
33,Sales,Executive,High School,122980,18,3,2,1,1
59,Operations,Junior,Bachelor,126511,8,2,3,1,0
31,HR,Manager,PhD,118499,13,4,1,1,1
38,HR,Manager,Bachelor,28805,10,4,1,1,1
50,Sales,Executive,PhD,177656,12,2,3,1,0
53,IT,Executive,PhD,83404,5,1,2,0,1
23,Sales,Executive,High School,101834,6,4,1,0,0
21,Sales,Senior,Bachelor,82279,3,4,2,0,0
56,Finance,Manager,Bachelor,95022,12,4,4,1,0
26,HR,Senior,Bachelor,164335,19,1,1,0,1
57,HR,Manager,Master,56744,18,4,1,1,0
49,Sales,Executive,PhD,43649,18,3,2,0,0
31,Sales,Junior,Bachelor,171369,2,2,1,1,1
33,HR,Senior,Master,22518,9,2,2,1,1
31,HR,Junior,Master,168078,10,3,3,0,0
58,HR,Junior,Bachelor,65739,2,4,1,0,0
45,IT,Junior,High School,20003,0,3,1,0,1
35,Sales,Senior,High School,125134,12,2,2,0,1
33,Sales,Manager,PhD,97271,16,2,1,1,1
53,Finance,Executive,Bachelor,135772,19,4,4,0,0
